frame_idx,lm0_x,lm0_y,lm0_z,lm0_v,lm1_x,lm1_y,lm1_z,lm1_v,lm2_x,lm2_y,lm2_z,lm2_v,lm3_x,lm3_y,lm3_z,lm3_v,lm4_x,lm4_y,lm4_z,lm4_v,lm5_x,lm5_y,lm5_z,lm5_v,lm6_x,lm6_y,lm6_z,lm6_v,lm7_x,lm7_y,lm7_z,lm7_v,lm8_x,lm8_y,lm8_z,lm8_v,lm9_x,lm9_y,lm9_z,lm9_v,lm10_x,lm10_y,lm10_z,lm10_v,lm11_x,lm11_y,lm11_z,lm11_v,lm12_x,lm12_y,lm12_z,lm12_v,lm13_x,lm13_y,lm13_z,lm13_v,lm14_x,lm14_y,lm14_z,lm14_v,lm15_x,lm15_y,lm15_z,lm15_v,lm16_x,lm16_y,lm16_z,lm16_v,lm17_x,lm17_y,lm17_z,lm17_v,lm18_x,lm18_y,lm18_z,lm18_v,lm19_x,lm19_y,lm19_z,lm19_v,lm20_x,lm20_y,lm20_z,lm20_v,lm21_x,lm21_y,lm21_z,lm21_v,lm22_x,lm22_y,lm22_z,lm22_v,lm23_x,lm23_y,lm23_z,lm23_v,lm24_x,lm24_y,lm24_z,lm24_v,lm25_x,lm25_y,lm25_z,lm25_v,lm26_x,lm26_y,lm26_z,lm26_v,lm27_x,lm27_y,lm27_z,lm27_v,lm28_x,lm28_y,lm28_z,lm28_v,lm29_x,lm29_y,lm29_z,lm29_v,lm30_x,lm30_y,lm30_z,lm30_v,lm31_x,lm31_y,lm31_z,lm31_v,lm32_x,lm32_y,lm32_z,lm32_v
0,0.4888073801994324,0.38472703099250793,-0.7597628831863403,0.9999961853027344,0.4984140694141388,0.37313026189804077,-0.7363088726997375,0.9999866485595703,0.5060288906097412,0.3733607530593872,-0.7363350987434387,0.9999879598617554,0.5132308006286621,0.3734803795814514,-0.7364183664321899,0.9999884366989136,0.47794032096862793,0.3731738328933716,-0.7331756949424744,0.9999781847000122,0.47118571400642395,0.37347424030303955,-0.7332510948181152,0.9999761581420898,0.4655039310455322,0.37383148074150085,-0.7332173585891724,0.9999712109565735,0.5217254161834717,0.3769243657588959,-0.5230951309204102,0.9999830722808838,0.45786038041114807,0.37720218300819397,-0.5106228590011597,0.9999261498451233,0.5024741888046265,0.3954804837703705,-0.6745164394378662,0.9999944567680359,0.47938501834869385,0.3954221308231354,-0.6709354519844055,0.9999876022338867,0.584975004196167,0.4348648190498352,-0.3457760512828827,0.9999911785125732,0.40231725573539734,0.4392642676830292,-0.30206751823425293,0.9998948574066162,0.6364418268203735,0.5008237361907959,-0.25305718183517456,0.9942768216133118,0.35546526312828064,0.50862717628479,-0.1988949328660965,0.9131999611854553,0.6908313632011414,0.5612602829933167,-0.4263682961463928,0.986588180065155,0.2983495593070984,0.5729672908782959,-0.37206918001174927,0.8879287242889404,0.7078995108604431,0.5791933536529541,-0.47413966059684753,0.9688978791236877,0.2857212722301483,0.593929648399353,-0.41934165358543396,0.8437057733535767,0.7057256102561951,0.5815540552139282,-0.5486294627189636,0.9723656177520752,0.28834307193756104,0.5940907597541809,-0.4984551668167114,0.8556778430938721,0.6977977156639099,0.5749051570892334,-0.4594440460205078,0.9659168124198914,0.2934722602367401,0.5870020389556885,-0.4089515209197998,0.8475547432899475,0.5600572824478149,0.5827875733375549,-0.023730037733912468,0.9998745918273926,0.4553225338459015,0.5850964188575745,0.023593561723828316,0.9997908473014832,0.5884159207344055,0.6886811852455139,0.008064668625593185,0.9932520985603333,0.44822806119918823,0.6877033710479736,0.02600775472819805,0.9922177791595459,0.6096323728561401,0.7770480513572693,0.371341735124588,0.9923726916313171,0.4324849247932434,0.7840104699134827,0.3615429699420929,0.9924734234809875,0.6031991243362427,0.789522111415863,0.3925672769546509,0.8698157072067261,0.45319998264312744,0.7977049946784973,0.37667033076286316,0.8923677802085876,0.6390722393989563,0.8168903589248657,0.15804341435432434,0.9877790808677673,0.3839621841907501,0.8226798176765442,0.14204031229019165,0.9886971712112427
1,0.48277100920677185,0.37657245993614197,-0.7382051348686218,0.9999960660934448,0.494271844625473,0.3659649193286896,-0.7133364677429199,0.9999858736991882,0.5020374059677124,0.36657604575157166,-0.7133595943450928,0.9999871253967285,0.509252667427063,0.3673272430896759,-0.7134185433387756,0.9999873042106628,0.4723656475543976,0.3653668761253357,-0.7099295258522034,0.9999781847000122,0.4667711853981018,0.36553606390953064,-0.7099870443344116,0.9999761581420898,0.46108555793762207,0.36607620120048523,-0.7099641561508179,0.9999712705612183,0.5183658003807068,0.372132807970047,-0.5023940801620483,0.999981164932251,0.45382338762283325,0.371762216091156,-0.4878104031085968,0.9999269843101501,0.49708616733551025,0.38769248127937317,-0.6539005637168884,0.9999936819076538,0.4715259373188019,0.3868250548839569,-0.6497431397438049,0.999987006187439,0.5768771767616272,0.43190687894821167,-0.335753858089447,0.9999901056289673,0.39736807346343994,0.4338638484477997,-0.27993860840797424,0.9999024271965027,0.6359848380088806,0.4951312839984894,-0.25348493456840515,0.994109034538269,0.3450416028499603,0.5033103227615356,-0.16927224397659302,0.9191442131996155,0.69390469789505,0.5541476011276245,-0.4458814561367035,0.9852122664451599,0.28973695635795593,0.566277265548706,-0.3412931263446808,0.8947474956512451,0.7102097272872925,0.5719097256660461,-0.49602848291397095,0.9655245542526245,0.27680912613868713,0.5870863199234009,-0.3926249146461487,0.8501455187797546,0.7104318141937256,0.5733200311660767,-0.5683013796806335,0.9695608615875244,0.27921319007873535,0.5883776545524597,-0.47171956300735474,0.8621069192886353,0.7033848762512207,0.5671151876449585,-0.478890985250473,0.9631308913230896,0.2854088544845581,0.5812958478927612,-0.3782609701156616,0.8546072244644165,0.5523622632026672,0.578624963760376,-0.02416941151022911,0.9998693466186523,0.4472736418247223,0.5802322626113892,0.024019021540880203,0.9997997283935547,0.5863971710205078,0.6839024424552917,0.04018976911902428,0.9934446811676025,0.4452328383922577,0.6863722205162048,0.07983255386352539,0.9925824403762817,0.613174319267273,0.7705183029174805,0.400826096534729,0.9926971793174744,0.4249384105205536,0.7796846628189087,0.3950500190258026,0.992978036403656,0.6058828234672546,0.7807473540306091,0.4213501214981079,0.8747119307518005,0.44348105788230896,0.7936732172966003,0.3998161554336548,0.8990052342414856,0.6454275846481323,0.8126665353775024,0.18777288496494293,0.9882053136825562,0.37242811918258667,0.8177821040153503,0.18575318157672882,0.9893674850463867
2,0.48108673095703125,0.37601804733276367,-0.7904538512229919,0.9999961256980896,0.49329474568367004,0.36516767740249634,-0.7691560983657837,0.999985933303833,0.5012872219085693,0.36556240916252136,-0.7691789865493774,0.9999871253967285,0.5086112022399902,0.36601516604423523,-0.7692632079124451,0.9999871850013733,0.47039350867271423,0.3646683692932129,-0.7667617201805115,0.9999788403511047,0.4641354978084564,0.36474794149398804,-0.7668781280517578,0.9999768733978271,0.4591589868068695,0.365066796541214,-0.7668598294258118,0.9999720454216003,0.5169883370399475,0.3695940673351288,-0.5613183379173279,0.9999809861183167,0.4515688717365265,0.36952129006385803,-0.5505971312522888,0.9999299049377441,0.4958726167678833,0.38731759786605835,-0.7061291933059692,0.9999935626983643,0.46904581785202026,0.3865560293197632,-0.7033678293228149,0.9999871253967285,0.5782406330108643,0.4308265149593353,-0.3830159902572632,0.9999900460243225,0.39582255482673645,0.4323633015155792,-0.33735233545303345,0.9999101161956787,0.6363323330879211,0.49540963768959045,-0.2834506332874298,0.9943658113479614,0.3434850573539734,0.5026035904884338,-0.22310782968997955,0.9248746633529663,0.6989362239837646,0.5577954649925232,-0.45066457986831665,0.9854534268379211,0.2861383557319641,0.5697920322418213,-0.3767680525779724,0.9007797241210938,0.7159060835838318,0.5749155282974243,-0.4971834123134613,0.9655219912528992,0.2733914256095886,0.5901660323143005,-0.4214927852153778,0.8557695150375366,0.7145735025405884,0.5760682821273804,-0.5727816224098206,0.9696606397628784,0.2763509750366211,0.5907449126243591,-0.5037190914154053,0.8676809072494507,0.7069492340087891,0.5698691606521606,-0.4836161136627197,0.9634717702865601,0.2825269103050232,0.5838547348976135,-0.41485118865966797,0.8606346845626831,0.5499891638755798,0.5785201787948608,-0.020398300141096115,0.999865710735321,0.44497281312942505,0.5795817971229553,0.020228836685419083,0.9998087882995605,0.5852232575416565,0.6847288608551025,0.06974825263023376,0.9937475919723511,0.44252344965934753,0.6841830015182495,0.08804795145988464,0.9930651783943176,0.6186295747756958,0.7702421545982361,0.4388236105442047,0.9930605292320251,0.42429283261299133,0.7763893604278564,0.41761571168899536,0.9934825897216797,0.6109607219696045,0.7808128595352173,0.4603773355484009,0.8815302848815918,0.44312313199043274,0.7913544178009033,0.42767059803009033,0.9055527448654175,0.6532389521598816,0.8117478489875793,0.2306717336177826,0.9886675477027893,0.37493541836738586,0.8155032396316528,0.21038265526294708,0.9900213479995728
3,0.47677767276763916,0.3762661814689636,-0.8113355040550232,0.9999963045120239,0.48968562483787537,0.3655191659927368,-0.7909442186355591,0.999986469745636,0.49781399965286255,0.36560118198394775,-0.7909571528434753,0.9999876022338867,0.505592942237854,0.3658580780029297,-0.7910416722297668,0.9999876022338867,0.4663410484790802,0.3656533360481262,-0.7864486575126648,0.9999799132347107,0.45991742610931396,0.3658196032047272,-0.7865616083145142,0.9999780058860779,0.4551457464694977,0.3660426139831543,-0.7865322828292847,0.9999732971191406,0.5150015354156494,0.3699905574321747,-0.5826379656791687,0.999981701374054,0.44919517636299133,0.37005937099456787,-0.5621988773345947,0.9999337196350098,0.4926188588142395,0.38830047845840454,-0.726730465888977,0.9999937415122986,0.4653511047363281,0.38807809352874756,-0.721138060092926,0.9999876618385315,0.577848494052887,0.4300777018070221,-0.4028923809528351,0.9999902844429016,0.3953574001789093,0.43094509840011597,-0.340636670589447,0.9999171495437622,0.6365891098976135,0.49611520767211914,-0.3085552752017975,0.9947100281715393,0.34321561455726624,0.5016170144081116,-0.2246933877468109,0.930055558681488,0.7002854943275452,0.5601233839988708,-0.48470965027809143,0.9861637949943542,0.28475067019462585,0.5678063631057739,-0.38376811146736145,0.9066755175590515,0.7172362804412842,0.5772724747657776,-0.5348019003868103,0.9667223691940308,0.27003490924835205,0.5883696675300598,-0.42918017506599426,0.8614807724952698,0.7152500748634338,0.5789074301719666,-0.614992082118988,0.9707874655723572,0.2722952663898468,0.5895957350730896,-0.5133745074272156,0.8732587099075317,0.7074062824249268,0.5727443099021912,-0.5191869139671326,0.964901328086853,0.27969372272491455,0.5817341208457947,-0.4228333830833435,0.8667859435081482,0.5484707355499268,0.5782243609428406,-0.019732290878891945,0.9998632073402405,0.44303756952285767,0.578691303730011,0.019562434405088425,0.9998173117637634,0.5835496187210083,0.6839131116867065,0.05244780704379082,0.9940552711486816,0.4401780962944031,0.6843844652175903,0.08499399572610855,0.9935288429260254,0.6201657652854919,0.769842803478241,0.4334150552749634,0.9934157729148865,0.42317676544189453,0.7778209447860718,0.43629562854766846,0.9939718246459961,0.6120836138725281,0.7808317542076111,0.4556207060813904,0.8884081244468689,0.4447372555732727,0.7922130823135376,0.4521569609642029,0.9121822714805603,0.6545065641403198,0.8117406368255615,0.21855305135250092,0.9891570210456848,0.3742885887622833,0.81479412317276,0.22326859831809998,0.99067223072052
4,0.47801607847213745,0.3782319724559784,-0.8110446929931641,0.9999964237213135,0.4910714030265808,0.36739104986190796,-0.7907759547233582,0.9999865293502808,0.4992262125015259,0.36748170852661133,-0.7907922267913818,0.9999876022338867,0.5063892602920532,0.3677571713924408,-0.7908640503883362,0.9999874234199524,0.4676174521446228,0.36736443638801575,-0.7870393991470337,0.9999805688858032,0.460856169462204,0.3674902617931366,-0.7871608138084412,0.9999786615371704,0.45558708906173706,0.36780473589897156,-0.7871381640434265,0.9999739527702332,0.5159515142440796,0.3718549907207489,-0.5804558396339417,0.9999815821647644,0.44968026876449585,0.37185806035995483,-0.563270092010498,0.9999368190765381,0.49425315856933594,0.3894828259944916,-0.7255905866622925,0.9999936819076538,0.4657345712184906,0.38961756229400635,-0.7208580374717712,0.9999879598617554,0.578543484210968,0.43051713705062866,-0.3956018090248108,0.9999901056289673,0.39504873752593994,0.43340370059013367,-0.3463177978992462,0.999923825263977,0.6362439393997192,0.4950307011604309,-0.30843648314476013,0.9948647618293762,0.3419564366340637,0.5042135119438171,-0.2356184422969818,0.935383677482605,0.6980053186416626,0.5557084679603577,-0.5009074211120605,0.9863569736480713,0.28301164507865906,0.5700557231903076,-0.3922630846500397,0.912848174571991,0.715268075466156,0.5739974975585938,-0.5535574555397034,0.9667602181434631,0.26758861541748047,0.59101402759552,-0.4385601580142975,0.8680046796798706,0.7141388654708862,0.5746414065361023,-0.6326398253440857,0.970902144908905,0.2711426019668579,0.5920368432998657,-0.5223629474639893,0.8794752359390259,0.7060579657554626,0.5675656199455261,-0.5357869267463684,0.9651778340339661,0.2789744734764099,0.5843092203140259,-0.431148499250412,0.8735756874084473,0.5468208193778992,0.5795292258262634,-0.015381984412670135,0.9998574256896973,0.4416027069091797,0.5803269147872925,0.01525677926838398,0.9998233318328857,0.5825240612030029,0.6832901835441589,0.05427856370806694,0.9942601919174194,0.44116586446762085,0.6847511529922485,0.08678232133388519,0.9939168691635132,0.61949622631073,0.7697376012802124,0.4217258095741272,0.9936330318450928,0.42202287912368774,0.7778239846229553,0.4405932128429413,0.9943746328353882,0.6113903522491455,0.7812073826789856,0.4430350959300995,0.8942285180091858,0.44400110840797424,0.7919824123382568,0.45804211497306824,0.9177367687225342,0.6543634533882141,0.8104838728904724,0.20615758001804352,0.9894484281539917,0.3741045892238617,0.8153390288352966,0.22559818625450134,0.9911803603172302
5,0.47743842005729675,0.3770720362663269,-0.7863622307777405,0.9999963045120239,0.49107134342193604,0.36598479747772217,-0.7638019919395447,0.9999856948852539,0.4993540942668915,0.36625099182128906,-0.7638167142868042,0.9999868273735046,0.5062469244003296,0.3666256070137024,-0.7638792395591736,0.999986469745636,0.4673802852630615,0.3657693862915039,-0.760037899017334,0.9999802112579346,0.460418164730072,0.36597537994384766,-0.760128915309906,0.9999781847000122,0.4549795985221863,0.3662889301776886,-0.7601081728935242,0.9999731779098511,0.5159904360771179,0.3710901141166687,-0.5535669922828674,0.9999803900718689,0.44872164726257324,0.37099435925483704,-0.5370729565620422,0.9999361038208008,0.4935566782951355,0.3884754180908203,-0.7013721466064453,0.9999932050704956,0.46469396352767944,0.38839688897132874,-0.6965972781181335,0.9999874830245972,0.5775464773178101,0.42880046367645264,-0.3806250989437103,0.999989926815033,0.39392656087875366,0.43432918190956116,-0.32217907905578613,0.9999286532402039,0.6357613205909729,0.49336525797843933,-0.29552334547042847,0.9951012134552002,0.3407266139984131,0.5059988498687744,-0.20847052335739136,0.939328134059906,0.6964752674102783,0.5542891025543213,-0.4826078712940216,0.9868770241737366,0.28388240933418274,0.5705486536026001,-0.37304332852363586,0.9178392887115479,0.7138725519180298,0.5729467272758484,-0.5349514484405518,0.9676752686500549,0.2688194215297699,0.5908799767494202,-0.42335498332977295,0.8732873797416687,0.7125154137611389,0.5741655826568604,-0.6122075915336609,0.9717621803283691,0.27315372228622437,0.5911399126052856,-0.5030918121337891,0.8846169114112854,0.7043770551681519,0.566960871219635,-0.5166456699371338,0.9662566781044006,0.28069889545440674,0.5842174887657166,-0.41070353984832764,0.8792041540145874,0.5485618710517883,0.5795512795448303,-0.016123337671160698,0.999850332736969,0.4439410865306854,0.5809553861618042,0.015965089201927185,0.9998262524604797,0.5833688378334045,0.6830968260765076,0.04255346953868866,0.9945060014724731,0.44229742884635925,0.684261679649353,0.09164711833000183,0.9942435622215271,0.6194309592247009,0.7710748314857483,0.3880493938922882,0.9938937425613403,0.4215333163738251,0.7781153917312622,0.43459925055503845,0.9947412014007568,0.6120505332946777,0.7823673486709595,0.40418699383735657,0.8994640707969666,0.4436137080192566,0.7917715311050415,0.4477754235267639,0.9228641390800476,0.6529695987701416,0.8115478157997131,0.1776220053434372,0.989802360534668,0.3717508614063263,0.8164380192756653,0.2251882553100586,0.9916491508483887
6,0.4784696102142334,0.37555453181266785,-0.7657288312911987,0.9999962449073792,0.49194076657295227,0.3648228049278259,-0.7432741522789001,0.9999850988388062,0.5000472664833069,0.3652000427246094,-0.7433284521102905,0.9999862313270569,0.5064602494239807,0.3656604588031769,-0.7433947920799255,0.9999857544898987,0.4682353436946869,0.36439067125320435,-0.7403935790061951,0.9999799728393555,0.46123674511909485,0.3646532893180847,-0.740505576133728,0.9999778270721436,0.45527413487434387,0.36500436067581177,-0.7404926419258118,0.9999725222587585,0.5164057016372681,0.3702775239944458,-0.5426603555679321,0.9999794363975525,0.44904208183288574,0.36991870403289795,-0.5306822061538696,0.9999353885650635,0.49478796124458313,0.38707271218299866,-0.6853684186935425,0.9999927878379822,0.4656544625759125,0.38701391220092773,-0.6816757321357727,0.9999870657920837,0.577912449836731,0.42948204278945923,-0.3732592463493347,0.9999896287918091,0.3938697874546051,0.43435218930244446,-0.3155570924282074,0.9999323487281799,0.6356475949287415,0.4939717948436737,-0.30484357476234436,0.99527508020401,0.33976173400878906,0.5057912468910217,-0.19877037405967712,0.9426935911178589,0.6958035826683044,0.5541778802871704,-0.503980278968811,0.9872567653656006,0.2839985489845276,0.5709357857704163,-0.3718922734260559,0.9219837784767151,0.7132465839385986,0.5717987418174744,-0.5584890246391296,0.9683505296707153,0.26875975728034973,0.5911399126052856,-0.4152742624282837,0.877354085445404,0.7123799324035645,0.5725075006484985,-0.6346057653427124,0.9724072217941284,0.27280452847480774,0.591334879398346,-0.4992244243621826,0.8886106610298157,0.7042126655578613,0.5659045577049255,-0.5380948185920715,0.9671005010604858,0.2802967429161072,0.5846226215362549,-0.40733209252357483,0.8837152719497681,0.5490469336509705,0.5800143480300903,-0.016561735421419144,0.9998447895050049,0.44475266337394714,0.5816461443901062,0.01637764647603035,0.9998283386230469,0.5847943425178528,0.6839183568954468,0.037421178072690964,0.9946951270103455,0.4427567422389984,0.6842184066772461,0.09671542793512344,0.9945214986801147,0.6202318668365479,0.7717503905296326,0.3742128312587738,0.994092583656311,0.42144787311553955,0.7780416011810303,0.43276408314704895,0.9950609803199768,0.6126717925071716,0.7826528549194336,0.39042526483535767,0.9039056897163391,0.44357120990753174,0.7915512323379517,0.447712779045105,0.9273911714553833,0.6542779207229614,0.8124579191207886,0.16406585276126862,0.9900563955307007,0.3709951937198639,0.8168998956680298,0.22335949540138245,0.9920495748519897
7,0.477962851524353,0.3764492869377136,-0.7437243461608887,0.9999960660934448,0.4911731481552124,0.36578959226608276,-0.7219951152801514,0.9999839663505554,0.49920547008514404,0.36601051688194275,-0.7220473289489746,0.9999850392341614,0.5054755210876465,0.3663853406906128,-0.7221139669418335,0.9999843835830688,0.4677714407444,0.3657061755657196,-0.719539999961853,0.9999793171882629,0.4607499837875366,0.3659229576587677,-0.7196481227874756,0.9999770522117615,0.4545667767524719,0.36627018451690674,-0.719632625579834,0.9999714493751526,0.5154198408126831,0.37071916460990906,-0.5224519371986389,0.9999774694442749,0.44895991683006287,0.37075355648994446,-0.512410044670105,0.9999340772628784,0.49462226033210754,0.3875100314617157,-0.6633391976356506,0.9999919533729553,0.46546223759651184,0.3876541554927826,-0.6601911783218384,0.9999861717224121,0.5774537920951843,0.42939817905426025,-0.36428263783454895,0.9999886751174927,0.39448362588882446,0.43342307209968567,-0.3079829812049866,0.9999359846115112,0.6350902318954468,0.49263155460357666,-0.29353591799736023,0.9952816367149353,0.34167784452438354,0.5050380229949951,-0.19521716237068176,0.9456251263618469,0.695064902305603,0.5510011911392212,-0.4911560118198395,0.9871293306350708,0.2840006947517395,0.5698474645614624,-0.35253503918647766,0.9257339835166931,0.7125848531723022,0.5684990286827087,-0.5438835024833679,0.9679008722305298,0.26821571588516235,0.5903156995773315,-0.3931991755962372,0.8811110854148865,0.7119203805923462,0.569107174873352,-0.6195900440216064,0.9720718264579773,0.2719719111919403,0.5907474756240845,-0.47719311714172363,0.8922978043556213,0.7036584615707397,0.5624133348464966,-0.5252699851989746,0.9668581485748291,0.2796735465526581,0.5837628245353699,-0.39009973406791687,0.8878545761108398,0.5497727394104004,0.5790421366691589,-0.017139391973614693,0.9998371601104736,0.44633617997169495,0.5805298686027527,0.016967056319117546,0.9998300671577454,0.5866043567657471,0.6843317747116089,0.03223096579313278,0.9948151111602783,0.44284990429878235,0.6835008263587952,0.08963517844676971,0.9947540163993835,0.6201132535934448,0.7723826169967651,0.3437182605266571,0.9942116141319275,0.42143628001213074,0.7772809267044067,0.411271870136261,0.995345950126648,0.6121874451637268,0.783280074596405,0.35889533162117004,0.9077425599098206,0.44370555877685547,0.7910359501838684,0.42485830187797546,0.9315091371536255,0.6547613739967346,0.8132941126823425,0.1321098655462265,0.9901979565620422,0.37144964933395386,0.8164675235748291,0.2062157243490219,0.9924009442329407
8,0.47849613428115845,0.3769497871398926,-0.7524469494819641,0.9999959468841553,0.49138495326042175,0.36635321378707886,-0.7315347790718079,0.9999832510948181,0.49927806854248047,0.3664938509464264,-0.7315711975097656,0.9999842643737793,0.5051971077919006,0.36680492758750916,-0.7316388487815857,0.999983549118042,0.4681811034679413,0.3664897382259369,-0.7296048402786255,0.9999790191650391,0.4611949920654297,0.366681843996048,-0.7297197580337524,0.9999766945838928,0.4547198414802551,0.36702072620391846,-0.7297062277793884,0.9999709129333496,0.5150330662727356,0.37071654200553894,-0.5298616886138916,0.9999761581420898,0.44909295439720154,0.37135493755340576,-0.5206014513969421,0.999933660030365,0.49504950642585754,0.3875660300254822,-0.6709035038948059,0.9999914169311523,0.466118723154068,0.388021320104599,-0.6684658527374268,0.9999856352806091,0.5776270031929016,0.4289018213748932,-0.3682352602481842,0.9999882578849792,0.395119309425354,0.43270811438560486,-0.3107718527317047,0.9999394416809082,0.6351388692855835,0.4922902286052704,-0.2929106652736664,0.9953911304473877,0.34349554777145386,0.5041928291320801,-0.20228685438632965,0.9485629796981812,0.6957162618637085,0.5526894927024841,-0.4811897873878479,0.9873424172401428,0.2848186790943146,0.5690529346466064,-0.3560323119163513,0.9294174909591675,0.7133266925811768,0.5710926651954651,-0.5326424837112427,0.9682027101516724,0.2688734233379364,0.5892629027366638,-0.398173451423645,0.8850031495094299,0.7128876447677612,0.5720078945159912,-0.6089538335800171,0.9723824858665466,0.2726617455482483,0.5896092057228088,-0.4818015694618225,0.8960748314857483,0.7045591473579407,0.5649022459983826,-0.5152780413627625,0.967327356338501,0.28052037954330444,0.5824838876724243,-0.3942669928073883,0.8920060992240906,0.5505905747413635,0.5777125358581543,-0.01755169779062271,0.9998293519020081,0.4473622143268585,0.5792219638824463,0.017382090911269188,0.9998301863670349,0.587837278842926,0.6831153631210327,0.029529986903071404,0.9949661493301392,0.44323959946632385,0.6833029985427856,0.08812393993139267,0.9949584603309631,0.620404839515686,0.7721807956695557,0.3336530327796936,0.9943693280220032,0.4216282367706299,0.777192234992981,0.4054301977157593,0.9955952167510986,0.6123261451721191,0.7833092212677002,0.34835293889045715,0.9109936356544495,0.4436888098716736,0.7909839153289795,0.41939061880111694,0.9350478649139404,0.6537482738494873,0.8136351108551025,0.11727912724018097,0.990394115447998,0.37216123938560486,0.8159481287002563,0.19983047246932983,0.9927153587341309
9,0.4790436923503876,0.37789931893348694,-0.7529606223106384,0.9999960064888,0.4918515384197235,0.36718326807022095,-0.7319433689117432,0.9999833703041077,0.4996977746486664,0.36735883355140686,-0.7319778203964233,0.9999843239784241,0.5054009556770325,0.36771854758262634,-0.7320451140403748,0.9999836087226868,0.4686847925186157,0.3671310245990753,-0.7303917407989502,0.9999794363975525,0.4617200493812561,0.3672734498977661,-0.7304995059967041,0.9999770522117615,0.4552678167819977,0.36754733324050903,-0.730478048324585,0.9999712705612183,0.515134871006012,0.37147852778434753,-0.5288164019584656,0.9999763369560242,0.44910189509391785,0.3717360496520996,-0.5207065939903259,0.9999350309371948,0.4953911602497101,0.3881990313529968,-0.6708727478981018,0.9999913573265076,0.46652063727378845,0.38858267664909363,-0.6687749624252319,0.9999856948852539,0.5774021744728088,0.42782193422317505,-0.36655205488204956,0.9999884963035583,0.39477115869522095,0.4329851269721985,-0.30825501680374146,0.9999427795410156,0.6350404024124146,0.491451621055603,-0.29096463322639465,0.995593249797821,0.34423327445983887,0.5038177967071533,-0.19879671931266785,0.9513640403747559,0.6961222290992737,0.5535532832145691,-0.4770784080028534,0.9879512786865234,0.2847621738910675,0.5682206153869629,-0.3542580008506775,0.9332330822944641,0.7138179540634155,0.5721129179000854,-0.5262095928192139,0.9694784879684448,0.2686314582824707,0.5882602334022522,-0.3974350690841675,0.8895506262779236,0.713255763053894,0.572953999042511,-0.6074162125587463,0.9735110998153687,0.2724277973175049,0.5879958271980286,-0.48098379373550415,0.9004033207893372,0.7050050497055054,0.5659582018852234,-0.5131801962852478,0.968696117401123,0.28061413764953613,0.5806530117988586,-0.39269280433654785,0.8966375589370728,0.5511441230773926,0.5780442953109741,-0.01770538091659546,0.99982750415802,0.44786059856414795,0.5794515013694763,0.01755298301577568,0.9998327493667603,0.5890267491340637,0.683430552482605,0.025393091142177582,0.9951363205909729,0.4434911906719208,0.6830184459686279,0.08514545112848282,0.9951807260513306,0.6201425790786743,0.771260678768158,0.3316478431224823,0.9945124983787537,0.4220772981643677,0.7768961787223816,0.39772841334342957,0.9958399534225464,0.6121661067008972,0.7827255725860596,0.34690824151039124,0.9143765568733215,0.4442169964313507,0.7907758355140686,0.41177335381507874,0.9385058879852295,0.653053879737854,0.8128919005393982,0.11711610108613968,0.9905969500541687,0.37240827083587646,0.8151167631149292,0.19184713065624237,0.9930404424667358
